"1,100538"	4
"1,10231"	2
"1,102568"	4
"1,102901"	1
"1,103368"	1
"1,103371"	1
"1,103883"	3
"1,104394"	9
"1,1048"	1
"1,105717"	1
"1,105809"	5
"1,107432"	2
"1,109146"	2
"1,109258"	1
"1,110339"	3
"1,110966"	1
"1,111033"	3
"1,111139"	1
"1,111183"	1
"1,112824"	3
"1,113690"	2
"1,114509"	2
"1,114682"	2
"1,116307"	1
"1,119302"	3
"1,119957"	2
"1,120092"	7
"1,120431"	1
"1,122641"	4
"1,123391"	3
"1,123527"	11
"1,125054"	1
"1,125134"	2
"1,126056"	3
"1,126226"	3
"1,126323"	4
"1,127893"	1
"1,128513"	1
"1,128810"	3
"1,129003"	1
"1,129689"	1
"1,129941"	3
"1,130110"	1
"1,131347"	5
"1,132704"	2
"1,13272"	1
"1,132858"	2
"1,133412"	1
"1,135482"	2
"1,135920"	1
"1,135983"	4
"1,1361"	1
"1,136147"	2
"1,136192"	1
"1,136312"	4
"1,136355"	2
"1,136701"	11
"1,137365"	2
"1,13788"	2
"1,139038"	1
"1,140018"	2
"1,140024"	1
"1,14116"	2
"1,141970"	1
"1,142259"	1
"1,142781"	12
"1,145061"	4
"1,145701"	3
"1,146954"	1
"1,147058"	1
"1,147072"	1
"1,149271"	1
"1,149463"	2
"1,15204"	13
"1,152983"	1
"1,153247"	1
"1,153559"	1
"1,154129"	14
"1,154858"	2
"1,155411"	5
"1,155454"	5
"1,15563"	3
"1,155814"	7
"1,159048"	2
"1,159178"	1
"1,160271"	2
"1,160540"	5
"1,160835"	1
"1,160858"	2
"1,161172"	1
"1,161979"	1
"1,16874"	1
"1,17069"	1
"1,19663"	6
"1,20346"	9
"1,21096"	1
"1,21726"	2
"1,22655"	2
"1,25439"	2
"1,25677"	1
"1,26245"	2
"1,27266"	1
"1,28493"	2
"1,28633"	1
"1,28870"	10
"1,30178"	7
"1,30442"	1
"1,30610"	2
"1,30813"	1
"1,31020"	3
"1,3164"	2
"1,3448"	4
"1,35058"	1
"1,36159"	3
"1,36312"	6
"1,36535"	2
"1,37621"	1
"1,37928"	2
"1,38203"	1
"1,38287"	6
"1,38612"	2
"1,38672"	3
"1,39742"	1
"1,40187"	3
"1,40370"	3
"1,41275"	5
"1,42022"	4
"1,42585"	1
"1,42923"	9
"1,42985"	1
"1,43082"	1
"1,44563"	2
"1,44572"	2
"1,44616"	1
"1,44757"	4
"1,46403"	3
"1,4676"	1
"1,4693"	2
"1,47901"	2
"1,47969"	1
"1,48240"	1
"1,48363"	3
"1,48627"	5
"1,49314"	1
"1,50263"	2
"1,5054"	3
"1,50552"	4
"1,50879"	1
"1,51799"	16
"1,52808"	3
"1,53708"	6
"1,54553"	4
"1,55389"	7
"1,55701"	3
"1,5571"	1
"1,55878"	2
"1,56238"	7
"1,56320"	3
"1,58647"	1
"1,58906"	2
"1,60142"	3
"1,61556"	3
"1,61718"	2
"1,62199"	2
"1,62737"	1
"1,6285"	11
"1,62919"	1
"1,63300"	1
"1,63769"	11
"1,64333"	4
"1,6448"	4
"1,64966"	1
"1,65170"	1
"1,65177"	2
"1,6550"	17
"1,66212"	3
"1,66981"	7
"1,70092"	5
"1,70694"	2
"1,70744"	1
"1,71054"	4
"1,71113"	1
"1,71276"	1
"1,72288"	2
"1,73613"	2
"1,74873"	2
"1,74906"	1
"1,75158"	1
"1,7528"	1
"1,75665"	2
"1,7570"	6
"1,77065"	4
"1,79074"	1
"1,791"	1
"1,79342"	7
"1,79435"	7
"1,79880"	11
"1,79980"	5
"1,80247"	1
"1,80281"	2
"1,80773"	3
"1,80811"	3
"1,81948"	7
"1,82157"	3
"1,82449"	2
"1,82770"	3
"1,82859"	2
"1,82951"	1
"1,84824"	8
"1,84909"	6
"1,85350"	11
"1,86357"	2
"1,8689"	1
"1,89320"	4
"1,90610"	4
"1,90782"	4
"1,90965"	4
"1,91464"	3
"1,93811"	4
"1,94573"	3
"1,96116"	2
"1,9826"	2
"1,98513"	2
"1,99479"	1
"1,99605"	5
"10,101096"	4
"10,101523"	2
"10,102973"	5
"10,106730"	1
"10,118540"	2
"10,119957"	1
"10,120793"	2
"10,124818"	1
"10,138476"	1
"10,13940"	2
"10,141166"	2
"10,141263"	2
"10,146435"	1
"10,147045"	1
"10,147750"	1
"10,15050"	4
"10,15174"	1
"10,152983"	1
"10,153260"	1
"10,15580"	1
"10,159048"	2
"10,18974"	1
"10,20448"	1
"10,21096"	6
"10,22779"	4
"10,23123"	1
"10,27141"	1
"10,27821"	1
"10,30813"	2
"10,3225"	8
"10,33569"	1
"10,34164"	2
"10,36535"	2
"10,39742"	1
"10,43069"	3
"10,45825"	1
"10,46910"	10
"10,51106"	4
"10,55005"	1
"10,60516"	4
"10,62737"	1
"10,64247"	1
"10,64333"	4
"10,6550"	14
"10,66328"	1
"10,70092"	2
"10,71955"	2
"10,72288"	2
"10,74759"	1
"10,80247"	1
"10,81723"	2
"10,83426"	7
"10,90965"	3
"10,92149"	2
"10,9826"	2
"100,122023"	2
"100,137365"	1
"100,141166"	1
"100,26913"	1
"100,62199"	1
"100,6550"	10
"100,68132"	1
"100,70092"	1
"1000,46121"	1
"1000,6550"	9
"100001,6550"	1
"100003,6550"	2
"100003,70092"	1
"100008,21096"	2
"100008,62199"	1
"100008,6550"	6
"100017,103126"	1
"100017,62199"	1
"100017,6550"	7
"100032,62199"	1
"100032,70092"	1
"100034,129101"	3
"100034,14116"	9
"100034,62199"	2
"100034,6550"	4
"100034,70092"	1
"100036,62199"	1
"100038,62199"	1
"100038,6550"	2
"100038,70092"	1
"100042,6550"	2
"100044,139646"	1
"100044,31047"	4
"100044,49134"	1
"100044,58039"	4
"100044,95673"	2
"100046,21096"	3
"100048,6550"	1
"100052,160540"	1
"100052,33844"	3
"100054,62199"	1
"100054,6550"	5
"100060,115138"	5
"100060,160256"	1
"100060,6550"	3
"100060,95673"	1
"100062,42496"	1
"100062,6550"	1
"100070,6409"	3
"100070,6550"	2
"100072,14116"	1
"100075,31047"	11
"100075,6550"	5
"100077,62199"	1
"100079,6550"	16
"100081,124818"	1
"100081,62199"	1
"100083,100702"	4
"100083,10696"	1
"100083,118383"	2
"100083,128477"	4
"100083,155146"	14
"100083,156346"	3
"100083,18643"	2
"100083,21096"	1
"100083,26621"	17
"100083,30257"	1
"100083,33565"	4
"100083,3448"	3
"100083,41487"	3
"100083,51383"	1
"100083,61551"	9
"100083,64333"	1
"100083,6550"	5
"100083,66865"	1
"100083,75571"	2
"100083,84469"	1
"100083,86789"	3
"100083,99550"	5
"100087,100257"	2
"100087,124482"	1
"100087,21096"	1
"100087,7639"	5
"100091,6550"	6
"100091,70092"	1
"100099,62199"	1
"100099,6550"	1
"100101,6550"	1
"100103,6550"	1
"100106,129101"	3
"100106,14116"	1
"100106,154809"	4
"100106,17333"	9
"100106,18839"	9
"100106,28826"	5
"100106,40385"	2
"100106,50269"	4
"100106,53837"	9
"100106,6550"	1
"100106,88261"	1
"100106,96935"	1
"100106,98750"	4
"100108,102264"	3
"100108,133400"	2
"100108,156346"	3
"100108,159927"	8
"100108,30216"	2
"100108,34164"	2
"100108,40265"	1
"100108,43736"	1
"100108,64294"	1
"100108,6550"	2
"100108,79435"	6
"100108,97948"	1
"100131,6550"	6
"100131,90908"	1
"100138,147649"	5
"100138,28826"	7
"100138,62199"	1
"100138,6550"	1
"100143,6550"	4
"100145,62199"	1
"100145,6550"	1
"100150,33844"	3
"100155,21096"	2
"100155,62199"	1
"100157,149769"	1
"100157,62199"	1
"100159,115211"	4
"100159,118678"	3
"100159,21096"	2
"100159,33844"	3
"100159,62199"	1
"100159,6550"	11
"100159,66865"	4
"100159,80247"	1
"100161,6550"	1
"100163,100702"	2
"100163,102222"	4
"100163,105728"	8
"100163,120409"	5
"100163,120793"	1
"100163,125054"	1
"100163,125113"	5
"100163,12567"	6
"100163,131440"	1
"100163,132569"	1
"100163,141263"	3
"100163,149317"	5
"100163,156346"	3
"100163,21096"	3
"100163,27266"	1
"100163,28493"	2
"100163,38451"	7
"100163,38672"	3
"100163,45432"	3
"100163,647"	3
"100163,6550"	16
"100163,70092"	2
"100163,71097"	1
"100163,96795"	8
"100169,137655"	4
"100169,15078"	2
"100169,20346"	2
"100169,21096"	1
"100169,51283"	2
"100169,51799"	4
"100171,6550"	2
"100173,6550"	1
"100180,62199"	1
"100183,62199"	1
"100185,20376"	1
"100185,21096"	3
"100185,48365"	1
"100185,62199"	1
"100185,63008"	1
"100185,6550"	4
"100185,80247"	1
"100194,148656"	1
"100194,15078"	2
"100194,53837"	4
"100196,62199"	1
"100196,6550"	6
"1002,62199"	1
"100205,141263"	10
"100205,6550"	1
"100229,6550"	2
"100229,70092"	1
"100232,6550"	1
"100238,13946"	3
"100238,21096"	2
"100238,6038"	1
"100238,62199"	1
"100238,90908"	5
"100240,62199"	1
"100240,6550"	8
"100244,100702"	1
"100244,112556"	2
"100244,120409"	8
"100244,13946"	3
"100244,140838"	15
"100244,24894"	6
"100244,32922"	11
"100244,34047"	10
"100244,34164"	2
"100244,35058"	3
"100244,59679"	4
"100244,6550"	7
"100244,72360"	1
"100244,81210"	1
"100244,85115"	1
"100244,88261"	1
"100246,21096"	1
"100246,6550"	2
"100248,137365"	4
"100251,6550"	2
"100251,70092"	1
"100251,83426"	3
"100255,6550"	2
"100255,70092"	1
"100257,6550"	4
"100264,62199"	1
"100264,6550"	2
"100270,122096"	1
"100270,62199"	1
"100272,135039"	7
"100272,135632"	1
"100272,137459"	3
"100272,148457"	10
"100272,27196"	2
"100272,35058"	1
"100272,5692"	4
"100272,62199"	1
"100272,6550"	2
"100275,33844"	2
"100275,6550"	1
"100277,62199"	1
"100277,6550"	2
"100287,21096"	1
"100287,62199"	1
"100287,6550"	14
"100287,80247"	1
"100289,21096"	1
"100289,62199"	1
"100289,6550"	4
"100291,62199"	3
"100291,6550"	11
"100294,21096"	1
"1003,123434"	1
"1003,131347"	1
"1003,141166"	1
"1003,143186"	1
"1003,6550"	11
"1003,70092"	1
"100302,101874"	5
"100302,102634"	2
"100302,108294"	2
"100302,108703"	3
"100302,111013"	4
"100302,1122"	1
"100302,120793"	1
"100302,131347"	6
"100302,133400"	1
"100302,141263"	3
"100302,148457"	1
"100302,150781"	2
"100302,156346"	3
"100302,33844"	2
"100302,41926"	1
"100302,46481"	2
"100302,4809"	2
"100302,5503"	4
"100302,6550"	10
"100302,66865"	3
"100302,68299"	2
"100302,86719"	1
"100302,99605"	1
"100304,33844"	1
"100304,6550"	2
"100308,122853"	1
"100308,62199"	2
"100322,33844"	2
"100322,6550"	14
"100324,6550"	3
"100326,100702"	4
"100326,120409"	3
"100326,159927"	6
"100326,28812"	2
"100326,30216"	2
"100326,31047"	11
"100326,6550"	4
"100328,13946"	4
"100330,6550"	6
"100336,156433"	5
"100336,28678"	2
"100336,62199"	1
"100336,6550"	1
"100338,21096"	2
"100344,110390"	1
"100344,31933"	3
"100344,62199"	1
"100344,6550"	11
"100344,7373"	5
"100347,21096"	1
"100359,6550"	3
"100359,80247"	1
"100361,21096"	2
"100365,21096"	5
"100365,62199"	2
"100365,6550"	7
"100368,62199"	1
"100368,6550"	2
"100370,6550"	1
"100383,100702"	1
"100383,102392"	4
"100383,103660"	3
"100383,114331"	2
"100383,117749"	2
"100383,120409"	1
"100383,124818"	1
"100383,125128"	1
"100383,12939"	4
"100383,131347"	13
"100383,137681"	6
"100383,138305"	2
"100383,148656"	1
"100383,155146"	17
"100383,156346"	3
"100383,156629"	1
"100383,21096"	6
"100383,28826"	6
"100383,31047"	12
"100383,34164"	2
"100383,35058"	1
"100383,35620"	2
"100383,38451"	6
"100383,43736"	4
"100383,51392"	2
"100383,53015"	1
"100383,54574"	3
"100383,6038"	2
"100383,61212"	5
"100383,62199"	1
"100383,63769"	13
"100383,6550"	6
"100383,66177"	1
"100383,67397"	1
"100383,74336"	6
"100383,78883"	5
"100383,88261"	2
"100383,96795"	18
"100383,97671"	2
"100383,9826"	2
"100385,6550"	1
"100387,6550"	8
"100390,118490"	1
"100390,156346"	2
"100390,1883"	1
"100390,21096"	1
"100390,23759"	16
"100390,30216"	2
"100390,38672"	3
"100390,39983"	2
"100390,44444"	3
"100390,6038"	3
"100390,62199"	1
"100390,64333"	2
"100390,6550"	3
"100390,66865"	4
"100390,77691"	2
"100390,99061"	1
"100397,102634"	1
"100397,120409"	4
"100397,19616"	1
"100397,60971"	3
"100397,6550"	4
"100397,78302"	1
"100397,80247"	1
